ward,gender,age,education,monthly_income,household_size,family_head,value_chain,vc_experience,project_skepticism,adequate_consultation,project_acceptance,satisfactory_training,project_success_optimism,project_benefits,sustainable_skills,sustainable_technology,project_understanding,vc_understanding,vc_agriculture_practices_awareness,vc_technology_awareness,vc_product_marketing_understanding,practice_mixed_farming,practice_large_scale_farming,use_extension_services,use_credit_farming,full_time_farming,acreage_before,acreage_after,acreage_change,yield_before,yield_after,yield_change,price_before,price_after,price_change,annual_income_before,annual_income_after,annual_income_change,jobs_created_before,jobs_created_after,jobs_created_change,trained_certified_seed,adopted_certified_seed,trained_improved_varieties,adopted_improved_varieties,trained_pest_management,adopted_pest_management,trained_agronomic_practices,adopted_agronomic_practices,trained_soil_fertility,adopted_soil_fertility,trained_soil_moisture,adopted_soil_moisture,trained_post_harvest,adopted_post_harvest,trained_value_addition,adopted_value_addition,trees_per_acre_before,trees_per_acre_after,trees_per_acre_change,total_trees_before,total_trees_after,total_trees_change,production_per_tree_before,production_per_tree_after,production_per_tree_change,average_flock_size_before,average_flock_size_after,average_flock_size_change,annual_production_cycles_before,annual_production_cycles_after,annual_production_cycles_change,trained_poultry_housing,adopted_poultry_housing,trained_feeds_production,adopted_feeds_production,trained_feeds_management,adopted_feeds_management,trained_hatchery_management,adopted_hatchery_management,trained_vaccination,adopted_vaccination,trained_hygiene_management,adopted_hygiene_management,enterprise_profitability_increase,farm_productivity_increase,timely_implementation,new_income_streams,job_creation_increase,project_inclusivity
Mtito Andei,Female,39.0,Secondary,15000,3.0,No,Green gram,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2.0,4.0,2.0,100.0,180.0,80.0,65.0,100.0,35.0,13000.0,53000.0,40000.0,0.0,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Mtito Andei,Female,36.0,Secondary,15000,2.0,No,Green gram,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2.0,4.0,2.0,100.0,140.0,40.0,65.0,100.0,35.0,10000.0,46000.0,36000.0,0.0,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Mtito Andei,Female,33.0,Secondary,11000,2.0,No,Green gram,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,1.0,4.0,3.0,90.0,160.0,70.0,60.0,120.0,60.0,4000.0,52000.0,48000.0,0.0,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Mtito Andei,Female,32.0,Secondary,13000,2.0,No,Green gram,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,1.0,3.0,2.0,120.0,160.0,40.0,60.0,100.0,40.0,5000.0,42000.0,37000.0,0.0,2.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Waia/Kako,Female,40.0,Secondary,30000,4.0,Yes,Green gram,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,0.0,100.0,100.0,0.0,20.0,20.0,0.0,120.0,120.0,0.0,12000.0,12000.0,0.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Waia/Kako,Female,45.0,Certificate,25000,3.0,Yes,Green gram,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,0.0,2.0,2.0,0.0,50.0,50.0,0.0,100.0,100.0,0.0,10000.0,10000.0,10.0,1.0,-9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Waia/Kako,Male,43.0,Secondary,27000,4.0,Yes,Green gram,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,2,4,4,2,1.0,4.0,3.0,0.0,50.0,50.0,0.0,110.0,110.0,0.0,25000.0,25000.0,0.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
Waia/Kako,Male,50.0,Secondary,35000,5.0,Yes,Green gram,4,5,5,4,5,5,5,5,4,5,4,4,4,5,4,2,5,4,2,2.0,3.0,1.0,10.0,50.0,40.0,90.0,120.0,30.0,1800.0,16000.0,14200.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4,5
Waia/Kako,Male,47.0,Secondary,25000,4.0,Yes,Green gram,4,4,4,4,5,5,5,5,4,4,4,5,4,4,4,2,5,4,2,1.0,2.0,1.0,10.0,50.0,40.0,90.0,120.0,30.0,900.0,12000.0,11100.0,0.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,4,5
Waia/Kako,Female,60.0,Primary,45000,3.0,Yes,Green gram,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,2,5,4,2,1.0,2.0,1.0,20.0,100.0,80.0,90.0,100.0,10.0,1800.0,10000.0,8200.0,0.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4,4
Tulimani,Male,74.0,Primary,1500,5.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,200.0,1000.0,800.0,3600.0,80000.0,76400.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,18.0,80.0,62.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,71.0,Primary,2000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,1000.0,500.0,10000.0,200000.0,190000.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,100.0,80.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,67.0,Secondary,20000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,800.0,1000.0,200.0,16000.0,60000.0,44000.0,1.0,3.0,2.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,10.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,66.0,Secondary,3000,2.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,400.0,1000.0,600.0,16000.0,150000.0,134000.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,50.0,30.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,80.0,Primary,500,1.0,No,Indigenous chicken,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,,,,,,,600.0,800.0,200.0,6000.0,16000.0,10000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,51.0,Secondary,1000,5.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,500.0,700.0,200.0,6500.0,14700.0,8200.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,13.0,21.0,8.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,58.0,Primary,1000,2.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,500.0,750.0,250.0,6000.0,15000.0,9000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,12.0,20.0,8.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,57.0,Primary,3000,2.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,,,,,,,500.0,1000.0,500.0,5000.0,50000.0,45000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,40.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,60.0,Primary,2000,3.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,700.0,1000.0,300.0,7000.0,20000.0,13000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,48.0,Secondary,50000,1.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,300.0,1000.0,700.0,1500.0,50000.0,48500.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,25.0,20.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,51.0,Primary,1000,4.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,300.0,700.0,400.0,6000.0,17500.0,11500.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,25.0,5.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,53.0,Secondary,6000,1.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,400.0,1000.0,600.0,2400.0,40000.0,37600.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,6.0,20.0,14.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,44.0,Primary,1000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,400.0,800.0,400.0,800.0,72000.0,71200.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,28.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,65.0,Secondary,10000,5.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,1500.0,1000.0,15000.0,450000.0,435000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,30.0,100.0,70.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,70.0,Primary,400,2.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,1000.0,500.0,6000.0,56000.0,50000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,12.0,28.0,16.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,71.0,Primary,500,3.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,1000.0,500.0,5000.0,20000.0,15000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,65.0,Secondary,300,2.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,600.0,1000.0,400.0,12000.0,120000.0,108000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,10.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,3,5,5,4
Tulimani,Male,61.0,Primary,9000,1.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,0.0,1000.0,1000.0,0.0,10000.0,10000.0,0.0,1.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,10.0,0.0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,63.0,Secondary,3000,2.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,800.0,300.0,10000.0,72000.0,62000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,10.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,5
Tulimani,Male,55.0,Diploma,10000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,,,,,,,500.0,700.0,200.0,2500.0,63000.0,60500.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,30.0,25.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,32.0,Secondary,5000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,800.0,300.0,5000.0,20000.0,15000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,15.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Male,78.0,Primary,3000,4.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,,,,,,,400.0,1000.0,600.0,4000.0,80000.0,76000.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,30.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,5,5
Tulimani,Male,60.0,Secondary,5000,3.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,300.0,1000.0,700.0,6000.0,40000.0,34000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,40.0,20.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,4
Tulimani,Male,56.0,Secondary,2000,3.0,Yes,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,700.0,200.0,12500.0,35000.0,22500.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,25.0,50.0,25.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Tulimani,Female,26.0,Primary,4000,4.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,,,,,,500.0,800.0,300.0,5000.0,48000.0,43000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,20.0,1.0,2.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Thange,Female,54.0,Secondary,500,2.0,No,Indigenous chicken,7,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,,,,,,,400.0,1000.0,600.0,1200.0,5000.0,3800.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,3.0,5.0,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,5,4,4,5,5
Thange,Male,50.0,Primary,5000,3.0,Yes,Indigenous chicken,25,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,,,,,,,500.0,1000.0,500.0,900.0,10000.0,9100.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,-10.0,0.0,2.0,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Thange,Female,40.0,Secondary,8000,1.0,No,Indigenous chicken,10,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,2,,,,,,,150.0,800.0,650.0,1000.0,9000.0,8000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,2.0,50.0,48.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,4,4,4,5
Thange,Male,49.0,Diploma,1000,1.0,Yes,Indigenous chicken,20,4,4,5,5,5,5,3,3,4,4,4,4,5,5,2,4,4,3,,,,,,,150.0,800.0,650.0,1000.0,12000.0,11000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,40.0,3.0,6.0,3.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,5,5
Thange,Male,70.0,Degree,25000,3.0,Yes,Indigenous chicken,7,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,,,,,,,0.0,60.0,60.0,0.0,3000.0,3000.0,1.0,2.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,70.0,25.0,-45.0,2.0,4.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,4,4,4,5
Thange,Male,56.0,Diploma,10000,5.0,Yes,Indigenous chicken,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,5,,,,,,,800.0,1000.0,200.0,0.0,20000.0,20000.0,0.0,1.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,7.0,500.0,493.0,3.0,0.0,-3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,4,4,4
Thange,Female,41.0,Secondary,10000,2.0,No,Indigenous chicken,15,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,2,,,,,,,400.0,800.0,400.0,12000.0,15000.0,3000.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,20.0,27.0,7.0,3.0,4.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Thange,Female,66.0,Primary,500,2.0,No,Indigenous chicken,20,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,,,,,,,500.0,900.0,400.0,3000.0,5000.0,2000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,30.0,50.0,20.0,3.0,3.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,4,4
Thange,Female,42.0,Primary,20000,3.0,No,Indigenous chicken,20,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,300.0,800.0,500.0,20000.0,40000.0,20000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,17.0,30.0,13.0,4.0,5.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,4,4,4
Thange,Female,49.0,Primary,5000,5.0,No,Indigenous chicken,10,4,4,4,4,4,5,4,3,5,5,5,3,5,5,2,4,4,5,,,,,,,200.0,500.0,300.0,3000.0,6000.0,3000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,30.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,4,3,5
Thange,Female,40.0,Primary,4000,2.0,No,Indigenous chicken,10,4,5,4,4,4,5,4,3,4,5,5,4,5,5,2,4,4,4,,,,,,,400.0,1000.0,600.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,3.0,6.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,4,3,5
Tulimani,Female,63.0,Primary,2000,4.0,No,Indigenous chicken,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,500.0,1000.0,500.0,2500.0,20000.0,17500.0,1.0,1.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,15.0,1.0,1.0,0.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Waia/Kako,Female,46.0,Secondary,10000,5.0,No,Indigenous chicken,3,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,2,,,,,,,500.0,1000.0,500.0,5000.0,15000.0,10000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,3.0,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,5,5,5,5
Waia/Kako,Female,45.0,Secondary,16000,5.0,Yes,Indigenous chicken,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,2,,,,,,,400.0,1000.0,600.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,4,5
Waia/Kako,Female,65.0,Primary,15000,4.0,No,Indigenous chicken,4,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5,5,5,2,,,,,,,400.0,1000.0,600.0,1000.0,10000.0,9000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,8.0,2.0,3.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,5,4,5
Waia/Kako,Female,45.0,Secondary,20000,3.0,Yes,Indigenous chicken,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,,,600.0,1000.0,400.0,10000.0,30000.0,20000.0,0.0,1.0,1.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,30.0,350.0,320.0,7.0,10.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5
Waia/Kako,Female,45.0,Secondary,15000,4.0,Yes,Indigenous chicken,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,,,,,,,400.0,1000.0,600.0,3000.0,15000.0,12000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,5.0,30.0,25.0,2.0,5.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,4
Waia/Kako,Female,35.0,Certificate,10000,5.0,Yes,Indigenous chicken,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,,,400.0,1100.0,700.0,5000.0,20000.0,15000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,8.0,1.0,3.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,5
Waia/Kako,Female,43.0,Secondary,15000,3.0,Yes,Indigenous chicken,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,2,,,,,,,500.0,1000.0,500.0,6000.0,17000.0,11000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,25.0,15.0,3.0,5.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,5
Waia/Kako,Female,56.0,Primary,10000,5.0,Yes,Indigenous chicken,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,,,,,,,300.0,1100.0,800.0,7000.0,20000.0,13000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,3.0,40.0,37.0,1.0,8.0,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,5,5,5,4
Waia/Kako,Female,36.0,Certificate,20000,5.0,Yes,Indigenous chicken,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,2,,,,,,,450.0,1000.0,550.0,1000.0,10000.0,9000.0,0.0,0.0,0.0,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,10.0,44.0,34.0,2.0,5.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,4,4,4,5
